Month,Day,Year,Hour,Minute,Flow_mgd,Velocity_fps,Depth_in
3,3,2008,7,15,1.333,2.41,7.22
3,3,2008,7,30,1.209,2.16,7.29
3,3,2008,7,45,1.225,2.19,7.29
3,3,2008,8,0,1.122,2.08,7.11
3,3,2008,8,15,1.23,2.27,7.12
3,3,2008,8,30,1.184,2.19,7.11
3,3,2008,8,45,1.151,2.19,6.97
3,3,2008,9,0,1.205,2.27,7.02
3,3,2008,9,15,1.11,2.13,6.93
3,3,2008,9,30,1.101,2.1,6.95
3,3,2008,9,45,1.134,2.19,6.9
3,3,2008,10,0,1.174,2.27,6.89
3,3,2008,10,15,1.207,2.3,6.96
3,3,2008,10,30,1.151,2.24,6.85
3,3,2008,10,45,1.01,1.99,6.79
3,3,2008,11,0,1.079,2.19,6.66
3,3,2008,11,15,1.085,2.22,6.63
3,3,2008,11,30,1.007,2.13,6.46
3,3,2008,11,45,1.158,2.4,6.57
3,3,2008,12,0,1.097,2.24,6.62
3,3,2008,12,15,1.187,2.44,6.6
3,3,2008,12,30,0.95,2.08,6.32
3,3,2008,12,45,1.054,2.33,6.27
3,3,2008,13,0,1.092,2.3,6.48
3,3,2008,13,15,1.063,2.27,6.42
3,3,2008,13,30,1.102,2.19,6.76
3,3,2008,13,45,1.055,2.08,6.81
3,3,2008,14,0,1.171,2.3,6.81
3,3,2008,14,15,1.141,2.33,6.63
3,3,2008,14,30,1.046,2.27,6.35
3,3,2008,14,45,0.994,2.16,6.35
3,3,2008,15,0,1.018,2.19,6.39
3,3,2008,15,15,1.093,2.33,6.43
3,3,2008,15,30,1.007,2.19,6.35
3,3,2008,15,45,1.091,2.33,6.42
3,3,2008,16,0,0.956,2.16,6.17
3,3,2008,16,15,1.036,2.19,6.47
3,3,2008,16,30,0.946,2.02,6.42
3,3,2008,16,45,1.034,2.16,6.53
3,3,2008,17,0,0.93,1.92,6.57
3,3,2008,17,15,1.048,2.19,6.52
3,3,2008,17,30,1.109,2.27,6.61
3,3,2008,17,45,1.044,2.05,6.82
3,3,2008,18,0,1.102,2.19,6.76
3,3,2008,18,15,1.131,2.16,6.95
3,3,2008,18,30,1.168,2.27,6.86
3,3,2008,18,45,1.149,2.16,7.03
3,3,2008,19,0,1.297,2.41,7.08
3,3,2008,19,15,1.299,2.41,7.09
3,3,2008,19,30,1.218,2.24,7.13
3,3,2008,19,45,1.239,2.13,7.49
3,3,2008,20,0,1.258,2.22,7.36
3,3,2008,20,15,1.225,2.16,7.36
3,3,2008,20,30,1.245,2.24,7.24
3,3,2008,20,45,1.419,2.44,7.49
3,3,2008,21,0,1.349,2.24,7.67
3,3,2008,21,15,1.393,2.36,7.58
3,3,2008,21,30,1.712,2.71,7.96
3,3,2008,21,45,1.705,2.58,8.21
3,3,2008,22,0,1.775,2.58,8.44
3,3,2008,22,15,2.237,3.18,8.58
3,3,2008,22,30,2.167,2.83,9.13
3,3,2008,22,45,2.844,3.14,10.34
3,3,2008,23,0,3.288,3.2,11.36
3,3,2008,23,15,3.841,3.24,12.68
3,3,2008,23,30,5.418,3.97,14.15
3,3,2008,23,45,5.832,4.13,14.56
3,4,2008,0,0,4.047,3.48,12.49
3,4,2008,0,15,5.502,4.45,13.11
3,4,2008,0,30,4.803,3.75,13.46
3,4,2008,0,45,6.128,4.59,13.92
3,4,2008,1,0,6.589,4.64,14.61
3,4,2008,1,15,7.463,5.09,15
3,4,2008,1,30,7.437,4.87,15.52
3,4,2008,1,45,7.251,4.71,15.6
3,4,2008,2,0,7.112,4.61,15.63
3,4,2008,2,15,6.78,4.49,15.37
3,4,2008,2,30,6.9,4.53,15.47
3,4,2008,2,45,7.326,4.75,15.62
3,4,2008,3,0,7.345,4.71,15.77
3,4,2008,3,15,7.274,4.68,15.73
3,4,2008,3,30,7.029,4.58,15.57
3,4,2008,3,45,6.733,4.47,15.34
3,4,2008,4,0,6.689,4.45,15.3
3,4,2008,4,15,6.438,4.36,15.08
3,4,2008,4,30,6.238,4.29,14.89
3,4,2008,4,45,6.025,4.21,14.72
3,4,2008,5,0,6.222,4.4,14.56
3,4,2008,5,15,5.596,3.95,14.57
3,4,2008,5,30,5.716,4.15,14.26
3,4,2008,5,45,6.239,4.54,14.23
3,4,2008,6,0,5.736,4.26,14
3,4,2008,6,15,5.614,4.12,14.13
3,4,2008,6,30,5.519,4.15,13.87
3,4,2008,6,45,5.64,4.29,13.74
3,4,2008,7,0,5.555,4.32,13.51
3,4,2008,7,15,4.948,3.81,13.6
3,4,2008,7,30,5.142,4.01,13.47
3,4,2008,7,45,4.994,3.95,13.32
3,4,2008,8,0,4.864,3.93,13.12
3,4,2008,8,15,4.411,3.62,12.96
3,4,2008,8,30,5.208,4.29,12.91
3,4,2008,8,45,4.663,3.98,12.56
3,4,2008,9,0,4.323,3.76,12.39
3,4,2008,9,15,4.498,3.93,12.35
3,4,2008,9,30,3.96,3.56,12.07
3,4,2008,9,45,3.996,3.59,12.08
3,4,2008,10,0,3.734,3.39,11.97
3,4,2008,10,15,3.808,3.48,11.93
3,4,2008,10,30,4.129,3.83,11.79
3,4,2008,10,45,3.773,3.51,11.77
3,4,2008,11,0,3.418,3.23,11.63
3,4,2008,11,15,4.147,3.94,11.57
3,4,2008,11,30,3.341,3.2,11.51
3,4,2008,11,45,3.368,3.24,11.46
3,4,2008,12,0,3.761,3.59,11.54
3,4,2008,12,15,3.821,3.76,11.28
3,4,2008,12,30,3.403,3.34,11.3
3,4,2008,12,45,3.372,3.34,11.22
3,4,2008,13,0,3.79,3.76,11.21
3,4,2008,13,15,3.385,3.42,11.05
3,4,2008,13,30,3.832,3.94,10.9
3,4,2008,13,45,3.427,3.51,10.95
3,4,2008,14,0,3.054,3.13,10.93
3,4,2008,14,15,3.467,3.62,10.79
3,4,2008,14,30,3.306,3.45,10.79
3,4,2008,14,45,3.141,3.34,10.64
3,4,2008,15,0,3.108,3.34,10.54
3,4,2008,15,15,3.039,3.28,10.51
3,4,2008,15,30,3.036,3.31,10.44
3,4,2008,15,45,3.173,3.55,10.24
3,4,2008,16,0,2.727,3.03,10.29
3,4,2008,16,15,3.182,3.6,10.15
3,4,2008,16,30,3.197,3.62,10.15
3,4,2008,16,45,3.151,3.58,10.13
3,4,2008,17,0,2.765,3.2,9.99
3,4,2008,17,15,2.839,3.28,10
3,4,2008,17,30,2.732,3.17,9.97
3,4,2008,17,45,2.667,3.09,9.99
3,4,2008,18,0,3.025,3.53,9.92
3,4,2008,18,15,2.661,3.09,9.97
3,4,2008,18,30,2.871,3.34,9.95
3,4,2008,18,45,2.901,3.42,9.85
3,4,2008,19,0,2.777,3.25,9.9
3,4,2008,19,15,2.805,3.34,9.78
3,4,2008,19,30,2.481,2.95,9.78
3,4,2008,19,45,2.615,3.2,9.59
3,4,2008,20,0,2.672,3.17,9.81
3,4,2008,20,15,2.869,3.45,9.71
3,4,2008,20,30,2.68,3.25,9.64
3,4,2008,20,45,2.841,3.51,9.53
3,4,2008,21,0,2.65,3.23,9.62
3,4,2008,21,15,2.896,3.56,9.55
3,4,2008,21,30,2.645,3.28,9.49
3,4,2008,21,45,2.408,3.06,9.33
3,4,2008,22,0,2.545,3.25,9.28
3,4,2008,22,15,2.396,3.03,9.36
3,4,2008,22,30,2.255,2.92,9.2
3,4,2008,22,45,2.897,2.92,11.08
3,4,2008,23,0,2.928,3.07,10.75
3,4,2008,23,15,2.766,3.01,10.45
3,4,2008,23,30,2.768,3.03,10.41
3,4,2008,23,45,2.731,3.09,10.17
3,5,2008,0,0,2.697,3.06,10.14
3,5,2008,0,15,2.65,3.06,10.01
3,5,2008,0,30,2.526,2.95,9.93
3,5,2008,0,45,2.412,2.86,9.81
3,5,2008,1,0,2.656,3.17,9.76
3,5,2008,1,15,2.41,2.92,9.66
3,5,2008,1,30,2.253,2.75,9.6
3,5,2008,1,45,2.15,2.62,9.61
3,5,2008,2,0,2.076,2.61,9.4
3,5,2008,2,15,2.493,3.06,9.57
3,5,2008,2,30,2.11,2.59,9.55
3,5,2008,2,45,2.249,2.83,9.38
3,5,2008,3,0,2.353,2.94,9.45
3,5,2008,3,15,2.269,2.82,9.47
3,5,2008,3,30,2.112,2.69,9.3
3,5,2008,3,45,2.109,2.61,9.51
3,5,2008,4,0,2.363,3.03,9.26
3,5,2008,4,15,2.281,2.92,9.28
3,5,2008,4,30,2.007,2.51,9.43
3,5,2008,4,45,2.203,2.83,9.24
3,5,2008,5,0,2.242,2.8,9.43
3,5,2008,5,15,2.202,2.78,9.38
3,5,2008,5,30,2.366,3,9.34
3,5,2008,5,45,2.161,2.69,9.46
3,5,2008,6,0,2.059,2.58,9.43
3,5,2008,6,15,2.192,2.72,9.49
3,5,2008,6,30,2.354,2.8,9.77
3,5,2008,6,45,2.541,2.95,9.98
3,5,2008,7,0,2.681,3.09,10.03
3,5,2008,7,15,2.679,3.03,10.16
3,5,2008,7,30,2.486,2.9,9.92
3,5,2008,7,45,2.421,2.86,9.83
3,5,2008,8,0,2.383,2.86,9.72
3,5,2008,8,15,2.137,2.61,9.6
3,5,2008,8,30,2.183,2.78,9.32
3,5,2008,8,45,2.115,2.66,9.38
3,5,2008,9,0,2.393,3.09,9.22
3,5,2008,9,15,2.176,2.75,9.36
3,5,2008,9,30,1.972,2.58,9.13
3,5,2008,9,45,2.118,2.75,9.18
3,5,2008,10,0,2.444,3.24,9.04
3,5,2008,10,15,2.143,2.8,9.12
3,5,2008,10,30,2.073,2.72,9.11
3,5,2008,10,45,2.193,2.86,9.14
3,5,2008,11,0,2.011,2.62,9.15
3,5,2008,11,15,2.216,2.95,9.02
3,5,2008,11,30,1.96,2.58,9.08
3,5,2008,11,45,2.058,2.75,8.99
3,5,2008,12,0,2.125,2.58,9.64
3,5,2008,12,15,2.143,2.69,9.4
3,5,2008,12,30,2.19,2.8,9.27
3,5,2008,12,45,2.041,2.61,9.29
3,5,2008,13,0,2.011,2.55,9.33
3,5,2008,13,15,2.024,2.66,9.08
3,5,2008,13,30,1.959,2.52,9.23
3,5,2008,13,45,2.241,2.86,9.29
3,5,2008,14,0,2.427,3.07,9.35
3,5,2008,14,15,2.277,3.03,9.02
3,5,2008,14,30,1.998,2.64,9.07
3,5,2008,14,45,2.371,3.06,9.22
3,5,2008,15,0,2.259,2.97,9.09
3,5,2008,15,15,2.071,2.78,8.96
3,5,2008,15,30,1.941,2.58,9.03
3,5,2008,15,45,2.078,2.75,9.05
3,5,2008,16,0,2.255,3,9.01
3,5,2008,16,15,2.079,2.72,9.12
3,5,2008,16,30,2.193,2.92,9.02
3,5,2008,16,45,2.147,2.83,9.07
3,5,2008,17,0,2.157,2.8,9.17
3,5,2008,17,15,2.044,2.66,9.15
3,5,2008,17,30,1.911,2.58,8.92
3,5,2008,17,45,2.288,3.06,8.99
3,5,2008,18,0,2.221,2.86,9.23
3,5,2008,18,15,1.991,2.66,8.98
3,5,2008,18,30,2.047,2.62,9.27
3,5,2008,18,45,2.209,2.86,9.19
3,5,2008,19,0,2.244,2.89,9.23
3,5,2008,19,15,2.107,2.69,9.29
3,5,2008,19,30,2.29,2.83,9.51
3,5,2008,19,45,2.108,2.69,9.29
3,5,2008,20,0,2.16,2.78,9.24
3,5,2008,20,15,1.936,2.58,9
3,5,2008,20,30,2.226,2.92,9.11
3,5,2008,20,45,2.206,2.86,9.18
3,5,2008,21,0,2.09,2.69,9.23
3,5,2008,21,15,1.926,2.58,8.98
3,5,2008,21,30,2.192,2.83,9.21
3,5,2008,21,45,2.012,2.69,8.98
3,5,2008,22,0,1.977,2.64,9
3,5,2008,22,15,2.226,2.96,9.02
3,5,2008,22,30,2.163,2.92,8.93
3,5,2008,22,45,1.956,2.72,8.73
3,5,2008,23,0,1.781,2.52,8.61
3,5,2008,23,15,1.937,2.75,8.6
3,5,2008,23,30,1.996,2.97,8.31
3,5,2008,23,45,1.695,2.55,8.24
3,6,2008,0,0,1.91,2.86,8.27
3,6,2008,0,15,1.651,2.58,8.02
3,6,2008,0,30,1.557,2.47,7.94
3,6,2008,0,45,1.506,2.41,7.88
3,6,2008,1,0,1.71,2.76,7.83
3,6,2008,1,15,1.519,2.47,7.81
3,6,2008,1,30,1.528,2.5,7.77
3,6,2008,1,45,1.54,2.55,7.69
3,6,2008,2,0,1.675,2.72,7.8
3,6,2008,2,15,1.576,2.66,7.58
3,6,2008,2,30,1.508,2.47,7.76
3,6,2008,2,45,1.535,2.58,7.61
3,6,2008,3,0,1.565,2.64,7.6
3,6,2008,3,15,1.348,2.33,7.47
3,6,2008,3,30,1.32,2.27,7.49
3,6,2008,3,45,1.437,2.5,7.44
3,6,2008,4,0,1.408,2.4,7.54
3,6,2008,4,15,1.523,2.61,7.51
3,6,2008,4,30,1.428,2.5,7.4
3,6,2008,4,45,1.423,2.41,7.58
3,6,2008,5,0,1.609,2.72,7.58
3,6,2008,5,15,1.423,2.41,7.58
3,6,2008,5,30,1.617,2.66,7.72
3,6,2008,5,45,1.555,2.44,8
3,6,2008,6,0,1.805,2.78,8.11
3,6,2008,6,15,1.776,2.6,8.4
3,6,2008,6,30,2.084,2.93,8.67
3,6,2008,6,45,1.81,2.49,8.81
3,6,2008,7,0,1.992,2.71,8.87
3,6,2008,7,15,2.078,2.89,8.73
3,6,2008,7,30,1.84,2.64,8.54
3,6,2008,7,45,1.752,2.52,8.51
3,6,2008,8,0,2.009,2.89,8.52
3,6,2008,8,15,1.778,2.61,8.4
3,6,2008,8,30,1.718,2.58,8.26
3,6,2008,8,45,1.639,2.47,8.24
3,6,2008,9,0,1.694,2.58,8.17
3,6,2008,9,15,1.607,2.4,8.29
3,6,2008,9,30,1.663,2.55,8.14
3,6,2008,9,45,1.97,3.02,8.14
3,6,2008,10,0,1.663,2.58,8.06
3,6,2008,10,15,1.62,2.52,8.04
3,6,2008,10,30,1.693,2.56,8.21
3,6,2008,10,45,1.638,2.47,8.24
3,6,2008,11,0,1.687,2.56,8.2
3,6,2008,11,15,1.845,2.8,8.19
3,6,2008,11,30,1.745,2.78,7.92
3,6,2008,11,45,1.511,2.44,7.84
3,6,2008,12,0,1.638,2.66,7.79
3,6,2008,12,15,1.627,2.58,7.94
3,6,2008,12,30,1.695,2.68,7.96
3,6,2008,12,45,1.773,2.83,7.9
3,6,2008,13,0,1.517,2.44,7.86
3,6,2008,13,15,1.621,2.58,7.92
3,6,2008,13,30,1.795,2.89,7.85
3,6,2008,13,45,1.778,2.83,7.91
3,6,2008,14,0,1.568,2.55,7.79
3,6,2008,14,15,1.673,2.72,7.8
3,6,2008,14,30,1.83,2.89,7.97
3,6,2008,14,45,1.785,2.89,7.82
3,6,2008,15,0,1.674,2.78,7.69
3,6,2008,15,15,1.673,2.8,7.63
3,6,2008,15,30,1.751,2.92,7.66
3,6,2008,15,45,1.565,2.49,7.92
3,6,2008,16,0,1.745,2.75,7.98
3,6,2008,16,15,1.565,2.49,7.91
3,6,2008,16,30,1.749,2.72,8.05
3,6,2008,16,45,1.843,3.04,7.71
3,6,2008,17,0,1.831,3.03,7.7
3,6,2008,17,15,1.757,2.8,7.9
3,6,2008,17,30,1.739,2.86,7.73
3,6,2008,17,45,1.728,2.75,7.92
3,6,2008,18,0,1.682,2.56,8.19
3,6,2008,18,15,1.779,2.78,8.03
3,6,2008,18,30,1.707,2.61,8.15
3,6,2008,18,45,1.59,2.45,8.1
3,6,2008,19,0,1.677,2.64,7.99
3,6,2008,19,15,1.605,2.51,8.01
3,6,2008,19,30,1.656,2.54,8.14
3,6,2008,19,45,2.023,3.11,8.11
3,6,2008,20,0,1.964,3.03,8.1
3,6,2008,20,15,1.645,2.55,8.06
3,6,2008,20,30,1.693,2.56,8.21
3,6,2008,20,45,1.613,2.52,8.03
3,6,2008,21,0,1.591,2.52,7.93
3,6,2008,21,15,1.8,2.83,7.98
3,6,2008,21,30,1.661,2.54,8.14
3,6,2008,21,45,1.571,2.5,7.93
3,6,2008,22,0,1.54,2.48,7.86
3,6,2008,22,15,1.852,3.06,7.71
3,6,2008,22,30,1.626,2.72,7.64
3,6,2008,22,45,1.731,2.95,7.55
3,6,2008,23,0,1.397,2.39,7.51
3,6,2008,23,15,1.319,2.34,7.32
3,6,2008,23,30,1.563,2.86,7.17
3,6,2008,23,45,1.422,2.66,7.05
3,7,2008,0,0,1.298,2.33,7.27
3,7,2008,0,15,1.228,2.36,6.93
3,7,2008,0,30,1.483,2.66,7.26
3,7,2008,0,45,1.321,2.34,7.32
3,7,2008,1,0,1.292,2.33,7.25
3,7,2008,1,15,1.268,2.31,7.19
3,7,2008,1,30,1.097,2.01,7.17
3,7,2008,1,45,1.396,2.65,6.99
3,7,2008,2,0,1.279,2.44,6.96
3,7,2008,2,15,1.263,2.31,7.18
3,7,2008,2,30,1.2,2.22,7.11
3,7,2008,2,45,1.259,2.3,7.17
3,7,2008,3,0,1.22,2.28,7.07
3,7,2008,3,15,1.19,2.25,6.99
3,7,2008,3,30,1.218,2.27,7.06
3,7,2008,3,45,1.261,2.3,7.17
3,7,2008,4,0,1.268,2.38,7.04
3,7,2008,4,15,1.144,2.12,7.1
3,7,2008,4,30,1.099,2.17,6.79
3,7,2008,4,45,1.273,2.31,7.2
3,7,2008,5,0,1.245,2.29,7.13
3,7,2008,5,15,1.313,2.35,7.28
3,7,2008,5,30,1.172,2.17,7.1
3,7,2008,5,45,1.36,2.37,7.42
3,7,2008,6,0,1.445,2.31,7.88
3,7,2008,6,15,1.789,2.82,7.98
3,7,2008,6,30,2.024,2.92,8.51
3,7,2008,6,45,1.862,2.52,8.89
3,7,2008,7,0,2.041,2.75,8.94
3,7,2008,7,15,2.359,2.97,9.38
3,7,2008,7,30,2.516,3.03,9.7
3,7,2008,7,45,2.239,2.64,9.86
3,7,2008,8,0,2.483,2.89,9.95
3,7,2008,8,15,2.126,2.64,9.49
3,7,2008,8,30,2.468,2.97,9.7
3,7,2008,8,45,2.631,3.09,9.89
3,7,2008,9,0,2.497,2.97,9.78
3,7,2008,9,15,2.44,2.8,10.04
3,7,2008,9,30,2.479,2.83,10.08
3,7,2008,9,45,2.64,3,10.12
3,7,2008,10,0,2.757,3.06,10.31
3,7,2008,10,15,2.483,2.92,9.88
3,7,2008,10,30,2.688,3.06,10.12
3,7,2008,10,45,2.535,2.95,9.96
3,7,2008,11,0,2.52,2.97,9.85
3,7,2008,11,15,2.322,2.75,9.82
3,7,2008,11,30,2.468,2.9,9.89
3,7,2008,11,45,2.386,2.97,9.46
3,7,2008,12,0,2.341,2.86,9.59
3,7,2008,12,15,2.309,2.89,9.43
3,7,2008,12,30,2.295,2.83,9.52
3,7,2008,12,45,2.309,2.92,9.36
3,7,2008,13,0,2.159,2.72,9.38
3,7,2008,13,15,2.168,2.72,9.41
3,7,2008,13,30,1.98,2.5,9.38
3,7,2008,13,45,2.298,2.78,9.67
3,7,2008,14,0,1.976,2.5,9.36
3,7,2008,14,15,1.994,2.58,9.2
3,7,2008,14,30,2.148,2.75,9.28
3,7,2008,14,45,2.203,2.66,9.67
3,7,2008,15,0,2.337,2.84,9.63
3,7,2008,15,15,2.133,2.72,9.3
3,7,2008,15,30,2.086,2.75,9.08
3,7,2008,15,45,2.02,2.58,9.29
3,7,2008,16,0,2.133,2.64,9.51
3,7,2008,16,15,2.158,2.77,9.26
3,7,2008,16,30,2.233,2.86,9.27
3,7,2008,16,45,2.115,2.75,9.17
3,7,2008,17,0,1.867,2.44,9.13
3,7,2008,17,15,2.172,2.77,9.29
3,7,2008,17,30,1.942,2.5,9.24
3,7,2008,17,45,2.312,2.83,9.58
3,7,2008,18,0,2.279,2.9,9.31
3,7,2008,18,15,2.218,2.83,9.29
3,7,2008,18,30,1.966,2.5,9.33
3,7,2008,18,45,2.143,2.64,9.55
3,7,2008,19,0,2.404,3.1,9.22
3,7,2008,19,15,2.279,2.82,9.51
3,7,2008,19,30,2.145,2.66,9.48
3,7,2008,19,45,2.203,2.78,9.38
3,7,2008,20,0,1.949,2.5,9.27
3,7,2008,20,15,2.33,2.96,9.33
3,7,2008,20,30,2.092,2.69,9.24
3,7,2008,20,45,2.097,2.69,9.25
3,7,2008,21,0,1.898,2.47,9.16
3,7,2008,21,15,1.928,2.55,9.05
3,7,2008,21,30,2.282,2.93,9.25
3,7,2008,21,45,2.232,2.86,9.26
3,7,2008,22,0,2.104,2.74,9.15
3,7,2008,22,15,2.213,2.95,9.01
3,7,2008,22,30,1.965,2.61,9.03
3,7,2008,22,45,1.974,2.58,9.13
3,7,2008,23,0,1.902,2.66,8.68
3,7,2008,23,15,1.772,2.47,8.72
3,7,2008,23,30,1.816,2.44,8.95
3,7,2008,23,45,2.035,2.95,8.48
3,8,2008,0,0,2.052,3,8.42
3,8,2008,0,15,1.717,2.44,8.59
3,8,2008,0,30,2.003,2.89,8.5
3,8,2008,0,45,2.02,3.06,8.21
3,8,2008,1,0,1.955,2.89,8.35
3,8,2008,1,15,1.739,2.61,8.26
3,8,2008,1,30,1.902,2.78,8.43
3,8,2008,1,45,1.843,2.64,8.55
3,8,2008,2,0,1.869,2.75,8.38
3,8,2008,2,15,1.979,2.92,8.37
3,8,2008,2,30,1.676,2.55,8.17
3,8,2008,2,45,1.829,2.82,8.1
3,8,2008,3,0,1.906,2.9,8.17
3,8,2008,3,15,1.756,2.66,8.2
3,8,2008,3,30,1.656,2.54,8.13
3,8,2008,3,45,1.986,3,8.22
3,8,2008,4,0,1.654,2.54,8.12
3,8,2008,4,15,1.797,2.72,8.21
3,8,2008,4,30,1.877,2.83,8.23
3,8,2008,4,45,1.953,3.03,8.07
3,8,2008,5,0,1.634,2.59,7.93
3,8,2008,5,15,1.828,2.72,8.31
3,8,2008,5,30,1.74,2.59,8.32
3,8,2008,5,45,1.681,2.56,8.18
3,8,2008,6,0,1.673,2.55,8.17
3,8,2008,6,15,1.691,2.5,8.36
3,8,2008,6,30,1.831,2.69,8.38
3,8,2008,6,45,1.796,2.61,8.44
3,8,2008,7,0,1.79,2.61,8.43
3,8,2008,7,15,1.718,2.42,8.65
3,8,2008,7,30,1.937,2.66,8.8
3,8,2008,7,45,2.199,3.12,8.6
3,8,2008,8,0,2.053,2.75,8.97
3,8,2008,8,15,1.931,2.64,8.85
3,8,2008,8,30,1.941,2.58,9.02
3,8,2008,8,45,1.935,2.55,9.07
3,8,2008,9,0,2.344,3.07,9.12
3,8,2008,9,15,2,2.55,9.29
3,8,2008,9,30,2.126,2.61,9.57
3,8,2008,9,45,2.351,2.86,9.62
3,8,2008,10,0,2.458,2.97,9.67
3,8,2008,10,15,2.205,2.75,9.45
3,8,2008,10,30,2.34,2.86,9.59
3,8,2008,10,45,2.237,2.69,9.7
3,8,2008,11,0,2.328,2.83,9.63
3,8,2008,11,15,2.371,2.86,9.68
3,8,2008,11,30,2.498,3,9.72
3,8,2008,11,45,2.613,3.06,9.91
3,8,2008,12,0,2.219,2.66,9.72
3,8,2008,12,15,2.419,2.86,9.83
3,8,2008,12,30,2.477,2.97,9.72
3,8,2008,12,45,2.401,2.89,9.71
3,8,2008,13,0,2.442,2.8,10.04
3,8,2008,13,15,2.358,2.86,9.64
3,8,2008,13,30,2.45,2.83,9.99
3,8,2008,13,45,2.181,2.66,9.59
3,8,2008,14,0,2.342,2.78,9.81
3,8,2008,14,15,2.226,2.66,9.74
3,8,2008,14,30,2.493,2.89,9.98
3,8,2008,14,45,2.265,2.69,9.79
3,8,2008,15,0,2.447,2.86,9.91
3,8,2008,15,15,2.39,2.83,9.81
3,8,2008,15,30,2.245,2.69,9.73
3,8,2008,15,45,2.508,2.97,9.81
3,8,2008,16,0,2.428,2.8,10
3,8,2008,16,15,2.567,2.89,10.19
3,8,2008,16,30,2.236,2.61,9.93
3,8,2008,16,45,2.44,2.83,9.96
3,8,2008,17,0,2.412,2.89,9.74
3,8,2008,17,15,2.264,2.72,9.71
3,8,2008,17,30,2.422,2.92,9.7
3,8,2008,17,45,2.553,2.92,10.08
3,8,2008,18,0,2.37,2.8,9.82
3,8,2008,18,15,2.217,2.61,9.86
3,8,2008,18,30,2.334,2.83,9.64
3,8,2008,18,45,2.509,2.95,9.88
3,8,2008,19,0,2.454,2.86,9.93
3,8,2008,19,15,2.229,2.64,9.83
3,8,2008,19,30,2.297,2.72,9.82
3,8,2008,19,45,2.104,2.55,9.65
3,8,2008,20,0,2.74,3.24,9.83
3,8,2008,20,15,2.084,2.64,9.35
3,8,2008,20,30,2.357,2.92,9.5
3,8,2008,20,45,2.374,2.86,9.69
3,8,2008,21,0,2.116,2.58,9.61
3,8,2008,21,15,2.218,2.72,9.57
3,8,2008,21,30,2.24,2.75,9.56
3,8,2008,21,45,2.399,2.97,9.5
3,8,2008,22,0,2.417,2.92,9.68
3,8,2008,22,15,2.091,2.66,9.3
3,8,2008,22,30,2.266,2.86,9.37
3,8,2008,22,45,2.399,3.1,9.21
3,8,2008,23,0,2.183,2.75,9.39
3,8,2008,23,15,2.056,2.69,9.12
3,8,2008,23,30,2.07,2.74,9.04
3,8,2008,23,45,2.016,2.66,9.06
3,9,2008,0,0,1.954,2.58,9.07
3,9,2008,0,15,1.898,2.55,8.95
3,9,2008,0,30,2.008,2.83,8.64
3,9,2008,0,45,2.047,2.86,8.7
3,9,2008,1,0,1.832,2.66,8.46
3,9,2008,1,15,2.434,3.37,8.76
3,9,2008,1,30,2.035,2.88,8.63
3,9,2008,1,45,1.773,2.61,8.38
3,9,2008,2,0,1.864,2.73,8.4
3,9,2008,2,15,1.812,2.64,8.45
3,9,2008,2,30,1.839,2.69,8.41
3,9,2008,2,45,1.627,2.5,8.13
3,9,2008,3,0,1.935,2.89,8.29
3,9,2008,3,15,2.178,3.28,8.24
3,9,2008,3,30,1.92,2.88,8.27
3,9,2008,3,45,1.709,2.57,8.25
3,9,2008,4,0,1.805,2.75,8.18
3,9,2008,4,15,1.607,2.4,8.3
3,9,2008,4,30,1.668,2.55,8.16
3,9,2008,4,45,2.011,3.03,8.24
3,9,2008,5,0,2.055,3.11,8.2
3,9,2008,5,15,1.629,2.44,8.27
3,9,2008,5,30,1.789,2.61,8.43
3,9,2008,5,45,1.905,2.86,8.26
3,9,2008,6,0,1.936,2.86,8.35
3,9,2008,6,15,1.856,2.8,8.22
3,9,2008,6,30,1.84,2.67,8.47
3,9,2008,6,45,1.967,2.72,8.76
3,9,2008,7,0,1.689,2.38,8.63
3,9,2008,7,15,1.897,2.58,8.87
3,9,2008,7,30,1.852,2.5,8.93
3,9,2008,7,45,1.878,2.5,9.02
3,9,2008,8,0,1.865,2.47,9.05
3,9,2008,8,15,1.95,2.5,9.27
3,9,2008,8,30,2.133,2.75,9.21
3,9,2008,8,45,2.012,2.69,8.98
3,9,2008,9,0,2.364,3,9.33
3,9,2008,9,15,2.054,2.66,9.18
3,9,2008,9,30,1.999,2.61,9.14
3,9,2008,9,45,2.104,2.76,9.11
3,9,2008,10,0,2.119,2.77,9.14
3,9,2008,10,15,1.934,2.5,9.22
3,9,2008,10,30,2.046,2.72,9.03
3,9,2008,10,45,1.926,2.55,9.04
3,9,2008,11,0,2.206,2.8,9.32
3,9,2008,11,15,2.026,2.69,9.02
3,9,2008,11,30,2.089,2.72,9.16
3,9,2008,11,45,2.192,2.92,9.01
3,9,2008,12,0,2.161,2.86,9.05
3,9,2008,12,15,1.996,2.58,9.2
3,9,2008,12,30,2.268,2.83,9.44
3,9,2008,12,45,2.164,2.79,9.23
3,9,2008,13,0,2.057,2.72,9.05
3,9,2008,13,15,2.078,2.64,9.33
3,9,2008,13,30,1.984,2.52,9.31
3,9,2008,13,45,1.959,2.66,8.87
3,9,2008,14,0,2.093,2.75,9.09
3,9,2008,14,15,2.039,2.66,9.14
3,9,2008,14,30,1.858,2.44,9.1
3,9,2008,14,45,1.927,2.55,9.04
3,9,2008,15,0,1.962,2.61,9.02
